62007637,3.6266029170337624,0,200.00%
567329767,-0.9944820002353537,0,200.00%
62007648,-2.86925308025584,0,200.00%
78670326,5.45219842767447,0,200.00%
51881856,0.0,0,0.00%
51881767,-4.432003393341393,0.10433333333333333,209.64%
51881765,0.0,0,0.00%
51881771,0.0,0,0.00%
51881768,-0.4274690866284072,-0.0165,185.13%
51881825,0.0,-0.11699999999999999,200.00%
51881938,0.0,0.12333333333333334,200.00%
811768915,0.0,0.17533333333333334,200.00%
811768917,0.0,0,0.00%
778526449,0.0,0,0.00%
51881935,0.0,0,0.00%
